,pair,country_code_alpha2_A,country_code_alpha2_B,Censored_Category_Similarity,Blocking_Proportion_Similarity,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
1155,"('RU', 'VE')",RU,VE,0.14952460454127536,0.8711677898348277,0.5103461971880515,RUS,VEN
322,"('CO', 'VE')",CO,VE,0.03686295206747581,0.9834606565129298,0.5101618042902027,COL,VEN
242,"('CL', 'VE')",CL,VE,0.020153379841959973,0.9991662280648537,0.5096598039534068,CHL,VEN
1399,"('VE', 'BR')",VE,BR,0.023472661431629516,0.9952677524856413,0.5093702069586354,VEN,BRA
851,"('MD', 'VE')",MD,VE,0.03462718841460466,0.9829669348086996,0.5087970616116522,MDA,VEN
701,"('KE', 'VE')",KE,VE,0.027114382828706596,0.9904432231918168,0.5087788030102617,KEN,VEN
1011,"('NZ', 'VE')",NZ,VE,0.039031561680607174,0.9776474354373028,0.508339498558955,NZL,VEN
1110,"('RO', 'TR')",RO,TR,0.2331910196413668,0.7825549859757537,0.5078730028085603,ROU,TUR
1200,"('SE', 'VE')",SE,VE,0.03672941216472514,0.9755049570738289,0.506117184619277,SWE,VEN
1266,"('TR', 'SA')",TR,SA,0.7818789643447432,0.22798393619801405,0.5049314502713786,TUR,SAU
1112,"('RO', 'VE')",RO,VE,0.01663171042185696,0.993097231986653,0.5048644712042549,ROU,VEN
69,"('AU', 'VE')",AU,VE,0.03136400033745923,0.9775960509372557,0.5044800256373574,AUS,VEN
1405,"('VE', 'IL')",VE,IL,0.02721560013512303,0.976803628894925,0.502009614515024,VEN,ISR
1408,"('VE', 'PT')",VE,PT,0.02639674827091021,0.9770172472633274,0.5017069977671188,VEN,PRT
730,"('KR', 'LI')",KR,LI,0.19257704175001,0.8079486082367968,0.5002628249934034,KOR,LIE
614,"('IS', 'VE')",IS,VE,0.01943080009573339,0.9791750384153121,0.4993029192555227,ISL,VEN
1395,"('US', 'VE')",US,VE,0.018381133553945994,0.9795343424872905,0.49895773802061827,USA,VEN
1291,"('TW', 'TR')",TW,TR,0.22254913484065875,0.7744549612652305,0.4985020480529446,TWN,TUR
1049,"('PE', 'VE')",PE,VE,0.013253114434167879,0.9829986312857981,0.498125872859983,PER,VEN
889,"('MX', 'VE')",MX,VE,0.009381889574104907,0.9868271602463845,0.4981045249102447,MEX,VEN
528,"('HU', 'VE')",HU,VE,0.012880189958438981,0.9823907766826747,0.49763548332055685,HUN,VEN
739,"('KR', 'PE')",KR,PE,0.19265909215163046,0.8018370736623266,0.49724808290697853,KOR,PER
1258,"('SK', 'VE')",SK,VE,0.01566485373711679,0.9782500145089571,0.49695743412303695,SVK,VEN
714,"('KR', 'CR')",KR,CR,0.18351022108791515,0.8085047534112482,0.49600748724958166,KOR,CRI
298,"('CO', 'KR')",CO,KR,0.19016289257210972,0.8013750484351959,0.4957689705036528,COL,KOR
951,"('NL', 'VE')",NL,VE,0.012534050389774731,0.9776014444526826,0.49506774742122867,NLD,VEN
1401,"('VE', 'CZ')",VE,CZ,0.011761006114624606,0.9779601792076125,0.49486059266111854,VEN,CZE
494,"('HK', 'VE')",HK,VE,0.015080868339304443,0.9743295678943478,0.4947052181168261,HKG,VEN
87,"('BE', 'VE')",BE,VE,0.014228103114394819,0.9749662640870642,0.4945971836007295,BEL,VEN
1134,"('RU', 'AD')",RU,AD,0.09806597248567428,0.8909639108638656,0.49451494167476995,RUS,AND
1344,"('UA', 'VE')",UA,VE,0.002876680372948859,0.9858934456819962,0.49438506302747254,UKR,VEN
394,"('ES', 'VE')",ES,VE,0.01116450906838784,0.9774851301619841,0.494324819615186,ESP,VEN
907,"('MY', 'VE')",MY,VE,0.006241105523077328,0.9814835724414573,0.49386233898226733,MYS,VEN
135,"('BG', 'VE')",BG,VE,0.004722887914109353,0.9816144764580106,0.49316868218605997,BGR,VEN
728,"('KR', 'JP')",KR,JP,0.1818704634746071,0.804077829715422,0.49297414659501454,KOR,JPN
1398,"('VE', 'AT')",VE,AT,0.008235262868164117,0.977480542012937,0.49285790244055055,VEN,AUT
749,"('KR', 'SK')",KR,SK,0.17776123924411302,0.8065856904391686,0.4921734648416408,KOR,SVK
738,"('KR', 'NZ')",KR,NZ,0.1771323581455837,0.807188269510823,0.49216031382820336,KOR,NZL
1410,"('VE', 'SC')",VE,SC,0.004110031684534721,0.9800844310566055,0.4920972313705701,VEN,SYC
752,"('KR', 'US')",KR,US,0.17860664108297986,0.8053013624608352,0.4919540017719075,KOR,USA
740,"('KR', 'PL')",KR,PL,0.17170461585176178,0.8115551830930354,0.4916298994723986,KOR,POL
755,"('KR', 'ZA')",KR,ZA,0.1745663155333983,0.8086231619707814,0.49159473875208987,KOR,ZAF
736,"('KR', 'NL')",KR,NL,0.17580819960961447,0.8072342604954421,0.4915212300525283,KOR,NLD
448,"('FR', 'VE')",FR,VE,0.006665385526320455,0.9758229618096756,0.49124417366799805,FRA,VEN
715,"('KR', 'CZ')",KR,CZ,0.17553666966744752,0.8068755257405134,0.49120609770398044,KOR,CZE
1407,"('VE', 'PL')",VE,PL,0.008500888722120625,0.9732805218550903,0.49089070528860546,VEN,POL
741,"('KR', 'PT')",KR,PT,0.17372489478061437,0.8078184576847983,0.49077167623270634,KOR,PRT
1133,"('RS', 'VE')",RS,VE,0.0,0.9812910729533744,0.4906455364766872,SRB,VEN
797,"('LT', 'VE')",LT,VE,0.0039842000161097735,0.9768743460700527,0.49042927304308126,LTU,VEN
212,"('CA', 'VE')",CA,VE,0.005001931962849038,0.9754400983846707,0.4902210151737599,CAN,VEN
705,"('KR', 'AT')",KR,AT,0.17292283180246515,0.8073551629351887,0.49013899736882693,KOR,AUT
20,"('AD', 'VE')",AD,VE,0.0,0.9802043399202498,0.4901021699601249,AND,VEN
1402,"('VE', 'DK')",VE,DK,0.003804681035885271,0.9758234227589623,0.4898140518974238,VEN,DNK
976,"('NO', 'VE')",NO,VE,0.003115994511142639,0.9750935171029348,0.4891047558070387,NOR,VEN
1227,"('SG', 'VE')",SG,VE,0.0,0.9774511332976279,0.48872556664881395,SGP,VEN
414,"('FI', 'VE')",FI,VE,0.0,0.977437897505715,0.4887189487528575,FIN,VEN
827,"('LU', 'VE')",LU,VE,0.0020145836738780787,0.9754067200955203,0.4887106518846992,LUX,VEN
1406,"('VE', 'LI')",VE,LI,0.0,0.9768870967113279,0.48844354835566395,VEN,LIE
746,"('KR', 'SC')",KR,SC,0.1719164811712165,0.8047512738915202,0.48833387753136837,KOR,SYC
731,"('KR', 'LT')",KR,LT,0.16852404531323584,0.807961358878073,0.4882427020956544,KOR,LTU
1400,"('VE', 'CR')",VE,CR,0.0,0.9763309515368775,0.4881654757684388,VEN,CRI
1484,"('ZA', 'VE')",ZA,VE,0.0,0.9762125429773433,0.48810627148867164,ZAF,VEN
1403,"('VE', 'DZ')",VE,DZ,0.0,0.9753401822932177,0.48767009114660886,VEN,DZA
727,"('KR', 'IS')",KR,IS,0.1694406505680538,0.8056606665328127,0.4875506585504332,KOR,ISL
724,"('KR', 'ID')",KR,ID,0.17413551885603096,0.8006572055714671,0.48739636221374905,KOR,IDN
709,"('KR', 'BR')",KR,BR,0.18486380379074407,0.7895679524624845,0.48721587812661427,KOR,BRA
1404,"('VE', 'GR')",VE,GR,0.0,0.9744022795048608,0.4872011397524304,VEN,GRC
706,"('KR', 'AU')",KR,AU,0.16708358534384682,0.8072396540108701,0.48716161967735844,KOR,AUS
729,"('KR', 'KE')",KR,KE,0.17789389454833016,0.7943924817563089,0.48614318815231955,KOR,KEN
723,"('KR', 'HU')",KR,HU,0.16900734828121233,0.802444928265451,0.48572613827333166,KOR,HUN
1320,"('UA', 'KR')",UA,KR,0.17030109410024918,0.7989422592661295,0.48462167668318934,UKR,KOR
718,"('KR', 'ES')",KR,ES,0.16035008559822095,0.8073505747861406,0.48385033019218077,KOR,ESP
725,"('KR', 'IL')",KR,IL,0.15877981801446384,0.8080320760531997,0.4834059470338318,KOR,ISR
733,"('KR', 'MD')",KR,MD,0.16325217018791105,0.8018687701394261,0.4825604701636686,KOR,MDA
734,"('KR', 'MX')",KR,MX,0.1669403901828148,0.7980085447017413,0.48247446744227807,KOR,MEX
716,"('KR', 'DK')",KR,DK,0.15218369443233015,0.8090122821891635,0.48059798831074685,KOR,DNK
717,"('KR', 'DZ')",KR,DZ,0.15087226640329188,0.809495522654908,0.48018389452909993,KOR,DZA
747,"('KR', 'SE')",KR,SE,0.150133548674659,0.8093307478742968,0.4797321482744779,KOR,SWE
1225,"('SG', 'TR')",SG,TR,0.16033993104157718,0.7982010846647788,0.479270507853178,SGP,TUR
711,"('KR', 'CA')",KR,CA,0.14798645041373204,0.8093956065634539,0.47869102848859296,KOR,CAN
737,"('KR', 'NO')",KR,NO,0.14620122550324333,0.8097421878451909,0.4779717066742171,KOR,NOR
719,"('KR', 'FI')",KR,FI,0.1479722559571207,0.8073978074424109,0.4776850316997658,KOR,FIN
732,"('KR', 'LU')",KR,LU,0.14387563658039793,0.8094289848526055,0.4766523107165017,KOR,LUX
720,"('KR', 'FR')",KR,FR,0.1434056247130302,0.8090127431384501,0.47620918392574013,KOR,FRA
721,"('KR', 'GR')",KR,GR,0.14023556468339637,0.810433425443265,0.4753344950633307,KOR,GRC
707,"('KR', 'BE')",KR,BE,0.13789367980903477,0.8098694408610616,0.4738815603350482,KOR,BEL
708,"('KR', 'BG')",KR,BG,0.14353017739462492,0.8032212284901151,0.47337570294237,KOR,BGR
271,"('CN', 'VE')",CN,VE,0.011118682643101452,0.9328606579466565,0.471989670294879,CHN,VEN
712,"('KR', 'CL')",KR,CL,0.1549178647519689,0.7856694768832722,0.4702936708176205,KOR,CHL
593,"('IN', 'RU')",IN,RU,0.35065106293355464,0.589601718774143,0.47012639085384883,IND,RUS
1132,"('RS', 'TR')",RS,TR,0.14587547686796998,0.7943611450090324,0.4701183109385012,SRB,TUR
742,"('KR', 'RO')",KR,RO,0.14579865503943945,0.7917384729614728,0.46876856400045613,KOR,ROU
188,"('BZ', 'TR')",BZ,TR,0.1636535130061193,0.7720165247512726,0.46783501887869594,BLZ,TUR
751,"('KR', 'TW')",KR,TW,0.1475095566837108,0.7836384482509495,0.46557400246733016,KOR,TWN
1448,"('VN', 'TR')",VN,TR,0.14178757199121717,0.7820479268820173,0.46191774943661723,VNM,TUR
754,"('KR', 'VN')",KR,VN,0.12316718095910706,0.7912314138677352,0.45719929741342114,KOR,VNM
743,"('KR', 'RS')",KR,RS,0.10170804622781526,0.8035446319947515,0.45262633911128336,KOR,SRB
748,"('KR', 'SG')",KR,SG,0.09150105197958103,0.8073845716504978,0.4494428118150394,KOR,SGP
710,"('KR', 'BZ')",KR,BZ,0.10586766959286109,0.7812000117369906,0.44353384066492585,KOR,BLZ
704,"('KR', 'AD')",KR,AD,0.05140402351591644,0.804631365027876,0.42801769427189623,KOR,AND
226,"('CL', 'IN')",CL,IN,0.3920895665137272,0.4616032805441181,0.42684642352892266,CHL,IND
19,"('AD', 'TR')",AD,TR,0.05021879075139668,0.7954478780421569,0.4228333343967768,AND,TUR
726,"('KR', 'IN')",KR,IN,0.16051639330065426,0.6759342646101326,0.41822532895539344,KOR,IND
753,"('KR', 'VE')",KR,VE,0.03343700664490468,0.7848352439988392,0.40913612532187194,KOR,VEN
255,"('CN', 'IN')",CN,IN,0.2820475363825554,0.5279088506623142,0.4049781935224348,CHN,IND
470,"('HK', 'IN')",HK,IN,0.3029307305808273,0.48643994071462393,0.3946853356477256,HKG,IND
1316,"('UA', 'IN')",UA,IN,0.3138545550343782,0.4748760629269755,0.39436530898067684,UKR,IND
1411,"('VE', 'TR')",VE,TR,0.0028407770718295033,0.7756517570131201,0.3892462670424748,VEN,TUR
578,"('IN', 'CR')",IN,CR,0.289735074610901,0.4844385570720931,0.38708681584149707,IND,CRI
586,"('IN', 'LI')",IN,LI,0.28090876239036144,0.4838824118976428,0.3823955871440021,IND,LIE
1030,"('PE', 'IN')",PE,IN,0.27589510551734286,0.4777708773231725,0.3768329914202577,PER,IND
634,"('JP', 'IN')",JP,IN,0.269830095323509,0.48001163337626795,0.37492086434988847,JPN,IND
109,"('BG', 'IN')",BG,IN,0.2694472140767654,0.4791550321509611,0.37430112311386327,BGR,IND
294,"('CO', 'IN')",CO,IN,0.2683366957297406,0.4773088520960419,0.37282277391289126,COL,IND
574,"('IN', 'AT')",IN,AT,0.25703214140532005,0.4832889665960337,0.3701605540006769,IND,AUT
1467,"('ZA', 'IN')",ZA,IN,0.2542860507883673,0.4845569656316274,0.36942150820999736,ZAF,IND
595,"('IN', 'SC')",IN,SC,0.2572060057864187,0.4806850775523663,0.36894554166939253,IND,SYC
994,"('NZ', 'IN')",NZ,IN,0.25360658308255424,0.4831220731716679,0.36836432812711106,NZL,IND
774,"('LT', 'IN')",LT,IN,0.2516433138873544,0.4838951625389179,0.3677692382131361,LTU,IND
1369,"('US', 'IN')",US,IN,0.25419100150486695,0.48123516612168116,0.36771308381327406,USA,IND
1242,"('SK', 'IN')",SK,IN,0.24937347005213462,0.48251949410001355,0.36594648207607405,SVK,IND
680,"('KE', 'IN')",KE,IN,0.26005672179555306,0.4703262854171539,0.36519150360635344,KEN,IND
43,"('AU', 'IN')",AU,IN,0.24665160587382973,0.48317345767171604,0.3649125317727729,AUS,IND
576,"('IN', 'BR')",IN,BR,0.2630924526237661,0.46550175612332945,0.3642971043735478,IND,BRA
579,"('IN', 'CZ')",IN,CZ,0.24192556176120072,0.4828093294013593,0.36236744558128,IND,CZE
591,"('IN', 'PT')",IN,PT,0.2396751649134805,0.4837522613456443,0.3617137131295624,IND,PRT
869,"('MX', 'IN')",MX,IN,0.2474136540466123,0.47394234836258725,0.3606780012045998,MEX,IND
585,"('IN', 'IS')",IN,IS,0.23785343965072803,0.48159447019365864,0.35972395492219333,IND,ISL
927,"('NL', 'IN')",NL,IN,0.23551685953788426,0.4831680641562881,0.3593424618470862,NLD,IND
511,"('HU', 'IN')",HU,IN,0.237881927097363,0.47837873192629593,0.35813032951182944,HUN,IND
373,"('ES', 'IN')",ES,IN,0.23267019134937694,0.48328437844698663,0.3579772848981818,ESP,IND
587,"('IN', 'MD')",IN,MD,0.23583366615632484,0.47780257380027114,0.356818119978298,IND,MDA
544,"('ID', 'IN')",ID,IN,0.23443326376141194,0.47659100923231307,0.35551213649686253,IDN,IND
590,"('IN', 'PL')",IN,PL,0.2208652916386029,0.4874889867538814,0.35417713919624216,IND,POL
584,"('IN', 'IL')",IN,IL,0.21963026251989937,0.48396587971404564,0.3517980711169725,IND,ISR
577,"('IN', 'CA')",IN,CA,0.21296333910039544,0.48532941022429993,0.34914637466234766,IND,CAN
594,"('IN', 'SA')",IN,SA,0.1551576255827013,0.54286664555145,0.34901213556707567,IND,SAU
1182,"('SE', 'IN')",SE,IN,0.2111576474065292,0.4852645515351428,0.348211099470836,SWE,IND
580,"('IN', 'DK')",IN,DK,0.20884154047326442,0.4849460858500095,0.3468938131616369,IND,DNK
583,"('IN', 'GR')",IN,GR,0.20272062259494739,0.48636722910411095,0.3445439258495292,IND,GRC
575,"('IN', 'BE')",IN,BE,0.19766075355830726,0.48580324452190654,0.34173199904010687,IND,BEL
581,"('IN', 'DZ')",IN,DZ,0.1978510567420918,0.485429326315754,0.3416401915289229,IND,DZA
589,"('IN', 'NO')",IN,NO,0.19714071698923963,0.4856759915060359,0.34140835424763777,IND,NOR
431,"('FR', 'IN')",FR,IN,0.19774434362555682,0.4849465467992961,0.3413454452124265,FRA,IND
588,"('IN', 'MY')",IN,MY,0.19732821143090384,0.4792859361675133,0.33830707379920855,IND,MYS
582,"('IN', 'FI')",IN,FI,0.1930273698584789,0.4833316111032568,0.3381794904808678,IND,FIN
812,"('LU', 'IN')",LU,IN,0.18944827162636735,0.48536278851345144,0.33740553006990937,LUX,IND
1090,"('RO', 'IN')",RO,IN,0.20067623933085876,0.46767227662231875,0.33417425797658873,ROU,IND
1152,"('RU', 'SA')",RU,SA,0.5291997720606494,0.13246790337630643,0.3308338377184779,RUS,SAU
598,"('IN', 'TW')",IN,TW,0.19357462241319023,0.4595722519117955,0.3265734371624929,IND,TWN
592,"('IN', 'RS')",IN,RS,0.13877871274148124,0.4794784356555964,0.3091285741985388,IND,SRB
596,"('IN', 'SG')",IN,SG,0.11545523710648897,0.4833183753113428,0.2993868062089159,IND,SGP
164,"('BZ', 'IN')",BZ,IN,0.1380129705602089,0.45713381539783654,0.29757339297902274,BLZ,IND
1429,"('VN', 'IN')",VN,IN,0.11348995123266992,0.46716521752858126,0.29032758438062556,VNM,IND
573,"('IN', 'AD')",IN,AD,0.027812307683991677,0.48056516868872196,0.2541887381863568,IND,AND
599,"('IN', 'VE')",IN,VE,0.044995713553676264,0.4607690476596841,0.25288238060668017,IND,VEN
266,"('CN', 'SA')",CN,SA,0.3146484942990959,0.07077503526447765,0.19271176478178678,CHN,SAU
487,"('HK', 'SA')",HK,SA,0.31867295715614397,0.02930612531678635,0.17398954123646515,HKG,SAU
904,"('MY', 'SA')",MY,SA,0.32161975111192054,0.02215212076967676,0.17188593594079865,MYS,SAU
1253,"('SK', 'SA')",SK,SA,0.29112686353667794,0.025385678702176992,0.15825627111942747,SVK,SAU
1057,"('PL', 'SA')",PL,SA,0.2853721477527782,0.030355171356044895,0.15786365955441153,POL,SAU
1159,"('SA', 'LI')",SA,LI,0.27768794454194046,0.026748596499806286,0.15221827052087336,SAU,LIE
555,"('ID', 'SA')",ID,SA,0.2833042995190236,0.01945719383447654,0.15138074667675006,IDN,SAU
1223,"('SG', 'SA')",SG,SA,0.27529504838205165,0.026184559913506253,0.15073980414777896,SGP,SAU
334,"('CZ', 'SA')",CZ,SA,0.2663933884503591,0.025675514003521697,0.1460344512269404,CZE,SAU
1069,"('PT', 'SA')",PT,SA,0.2601551192027014,0.026618445947806706,0.14338678257525406,PRT,SAU
411,"('FI', 'SA')",FI,SA,0.2552976599442901,0.026197795705419195,0.14074772782485465,FIN,SAU
611,"('IS', 'SA')",IS,SA,0.2554941736843407,0.024460654795822087,0.1399774142400814,ISL,SAU
944,"('NL', 'SA')",NL,SA,0.2524084120240373,0.02603424875845159,0.13922133039124446,NLD,SAU
1042,"('PE', 'SA')",PE,SA,0.25771141161936595,0.020637061925336007,0.13917423677235097,PER,SAU
1005,"('NZ', 'SA')",NZ,SA,0.25134866856800453,0.02598825777383136,0.13866846317091794,NZL,SAU
652,"('JP', 'SA')",JP,SA,0.2529868956015806,0.02287781797843144,0.13793235679000604,JPN,SAU
1157,"('SA', 'CR')",SA,CR,0.24716870557437898,0.02730474167425658,0.13723672362431777,SAU,CRI
314,"('CO', 'SA')",CO,SA,0.25366752677018456,0.02017503669820536,0.13692128173419496,COL,SAU
1388,"('US', 'SA')",US,SA,0.2477209296060754,0.024101350723843545,0.13591114016495948,USA,SAU
1336,"('UA', 'SA')",UA,SA,0.2531471956269895,0.017742247529137882,0.1354447215780637,UKR,SAU
1478,"('ZA', 'SA')",ZA,SA,0.24243536833758306,0.027423150233790883,0.13492925928568697,ZAF,SAU
790,"('LT', 'SA')",LT,SA,0.2429417092107471,0.026761347141081363,0.13485152817591423,LTU,SAU
570,"('IL', 'SA')",IL,SA,0.24112856520237613,0.026832064316209114,0.13398031475929262,ISR,SAU
1156,"('SA', 'AT')",SA,AT,0.23931248469726385,0.02615515119819715,0.1327338179477305,SAU,AUT
346,"('DK', 'SA')",DK,SA,0.23676112255921922,0.027812270452172955,0.13228669650569608,DNK,SAU
237,"('CL', 'SA')",CL,SA,0.25948785156507337,0.004469465146280499,0.13197865835567693,CHL,SAU
522,"('HU', 'SA')",HU,SA,0.2423554438360671,0.021244916528459397,0.13180018018226325,HUN,SAU
387,"('ES', 'SA')",ES,SA,0.23734378411580737,0.026150563049150064,0.13174717358247873,ESP,SAU
62,"('AU', 'SA')",AU,SA,0.2369197292846672,0.026039642273879487,0.13147968577927335,AUS,SAU
1164,"('SC', 'SA')",SC,SA,0.23818686601298322,0.023551262154528674,0.13086906408375595,SYC,SAU
694,"('KE', 'SA')",KE,SA,0.2480603011769673,0.013192470019317342,0.13062638559814232,KEN,SAU
973,"('NO', 'SA')",NO,SA,0.23002506798062827,0.028542176108199344,0.12928362204441382,NOR,SAU
142,"('BR', 'SA')",BR,SA,0.24917199438129845,0.0083679407254929,0.12876996755339568,BRA,SAU
354,"('DZ', 'SA')",DZ,SA,0.22468459678082908,0.028295510917916405,0.12649005384937273,DZA,SAU
848,"('MD', 'SA')",MD,SA,0.23212544339913888,0.020668758402434588,0.12639710090078674,MDA,SAU
1194,"('SE', 'SA')",SE,SA,0.22352227003396985,0.028130736137305202,0.12582650308563753,SWE,SAU
882,"('MX', 'SA')",MX,SA,0.2343140916453179,0.01680853296474966,0.12556131230503378,MEX,SAU
822,"('LU', 'SA')",LU,SA,0.22222166647184893,0.02822897311561384,0.1252253197937314,LUX,SAU
209,"('CA', 'SA')",CA,SA,0.2168820266276852,0.028195594826463374,0.12253881072707429,CAN,SAU
442,"('FR', 'SA')",FR,SA,0.21594567696188793,0.0278127314014585,0.12187920418167322,FRA,SAU
128,"('BG', 'SA')",BG,SA,0.21912148134556597,0.022021216753123504,0.12057134904934474,BGR,SAU
84,"('BE', 'SA')",BE,SA,0.21061262380854018,0.02866942912406998,0.11964102646630508,BEL,SAU
1158,"('SA', 'GR')",SA,GR,0.20776887979879888,0.02923341370627338,0.11850114675253613,SAU,GRC
1105,"('RO', 'SA')",RO,SA,0.21113739308730972,0.010538461224481164,0.11083792715589544,ROU,SAU
1130,"('RS', 'SA')",RS,SA,0.19871061681011848,0.022344620257759826,0.11052761853393915,SRB,SAU
1443,"('VN', 'SA')",VN,SA,0.19841342849047428,0.010031402130744705,0.1042224153106095,VNM,SAU
1289,"('TW', 'SA')",TW,SA,0.2024990016946826,0.002438436513957941,0.10246871910432027,TWN,SAU
183,"('BZ', 'SA')",BZ,SA,0.19520693324393845,0.0,0.09760346662196923,BLZ,SAU
17,"('AD', 'SA')",AD,SA,0.1641641894914071,0.02343135329088436,0.09379777139114573,AND,SAU
1409,"('VE', 'SA')",VE,SA,0.018912087555853496,0.003635232261847541,0.01127365990885052,VEN,SAU
